,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,label,original_index_in_corpus
0,0.20677334,-0.123149045,-0.22286308,-0.1121068,-0.23196788,-0.12645471,-0.039162505,0.3354849,-0.20846145,-0.20239544,0.006405842,0.20689695,-0.15977326,0.15585326,-0.0468025,-0.036951642,0.013886937,0.13281119,-0.21183053,-0.07968045,0.11526924,0.1013079,0.27374214,-0.011151733,0.049750816,0.0033945101,0.06536133,0.11001669,-0.24740449,0.056127667,0.10790585,-0.07327467,0.07891309,-0.19928457,0.24723089,0.03779977,0.15607901,-0.016750067,-0.061634474,-0.14129974,-0.051511616,-0.26060745,-0.082838096,-0.124221854,0.27936432,-0.098300114,0.25730044,0.0819576,0.13251188,0.14459486,Comment,1
1,0.3789389,-0.45526192,-0.07720659,0.42007867,-0.48533186,0.28931916,0.1382446,0.7668798,-0.062700026,0.3495914,-0.07935789,-0.17239697,0.23216689,-0.0853226,-0.60546803,-0.07026971,-0.1027717,0.24083972,-0.61645496,-0.37694916,0.14797777,0.3269851,0.69205487,-0.50006735,-0.03228047,-0.045412466,0.016538044,0.08095909,-0.5974047,-0.24636038,0.25589055,-0.43342456,0.44161293,0.2042272,0.0055901357,-0.52740633,0.011880667,0.03559428,-0.0011855148,-0.28642127,0.20308001,-0.30064878,0.10598617,0.07369528,0.6455545,-0.115664944,1.1018463,-0.37782404,0.6934062,0.41341174,Comment,8
2,-0.019348277,0.1460697,0.03831504,-0.09697385,-0.03824292,-0.19420582,-0.012357726,0.124129996,-0.16397892,-0.23926194,0.011465154,0.053804435,-0.16693656,0.11430683,0.029453248,0.05658013,-0.09920845,0.11218383,0.06537349,0.059242856,-0.00041103055,0.10399202,0.07435958,0.13168052,0.13561405,0.05196079,0.0054129944,0.06955525,-0.075532176,0.03321354,0.19608474,-0.0036260604,-0.030799342,-0.24807128,0.23639274,-0.0033688298,0.12978964,0.0622817,0.053298157,0.118013404,-0.028431948,-0.22913884,-0.021915518,-0.17898685,0.18103299,-0.034081243,0.07756703,0.22592378,0.10864205,-0.02946935,Unrelated,9
3,-0.05909223,-0.051687624,-0.048890516,0.0757515,0.039081465,-0.06766528,0.1993776,0.19518673,-0.14181763,-0.13847028,-0.10834384,-0.15596424,0.04627446,-0.023558171,-0.09349361,0.10664439,0.14873894,-0.0101687405,-0.21182403,-0.2118929,0.013978717,0.14839879,0.27906165,-0.04396508,0.1089193,0.018032372,-0.16773576,-0.1699763,-0.09176577,0.018993968,0.04457212,-0.08616633,0.06097353,-0.04723532,-0.13432315,0.010805724,0.017035166,0.07010005,0.036810067,-0.06534646,0.11067254,-0.017845869,0.0691929,0.060128454,0.2301429,-0.043277476,0.06867001,-0.120588765,-0.01966933,0.047326438,Unrelated,10
4,0.0026471536,0.22086622,0.1005318,0.14902654,-0.0765631,-0.25932258,0.33913282,0.049119066,-0.09030341,0.034638654,-0.09866011,-0.10655872,0.08746328,0.21757346,-0.09781386,-0.20508516,0.070031025,0.13121516,-0.25501794,-0.19575104,-0.29946995,0.17992333,-0.032216717,-0.10177363,0.47450083,0.040501658,0.130367,0.13036571,-0.2845934,0.091295764,0.08789882,0.1567948,0.14696121,0.026608136,0.048481088,0.07933343,0.5126405,-0.024878908,-0.27930242,0.36967427,0.25098237,-0.37382343,-0.19875386,-0.0407257,0.6872929,0.13781428,0.024968266,0.012611228,0.43461972,0.60614884,Comment,17
5,-0.07489073,-0.3077855,-0.06924549,0.12018135,-0.05819969,-0.088653676,0.12643312,0.20769048,-0.06975236,0.081603795,0.016510203,-0.05741112,0.08586811,0.026891354,0.15095125,0.10080349,-0.012269573,0.0361884,-0.09845966,-0.009697342,-0.059748888,0.07489521,0.20282534,-0.056909584,0.14560194,-0.05796966,0.03999039,-0.017134668,0.13801256,0.04000731,-0.07292225,0.028032534,0.015607596,0.3713493,-0.26729104,0.06137284,-0.042458113,-0.08100361,0.19873166,0.004065505,0.3281766,0.01713965,-0.29829803,-0.013273337,0.049325213,-0.015529178,0.07386427,-0.25487876,-0.07698006,-0.059344653,Unrelated,21
6,0.11989734,0.019187396,-0.062003423,-0.05257337,0.052079786,0.02031428,-0.01359474,0.083926134,-0.021887593,-0.13166034,-0.00692129,-0.058727544,0.0064441767,0.043284662,0.011411621,0.069601245,0.18641719,0.02757809,-0.07710961,-0.08058506,0.0031106006,0.09216244,0.17402747,-0.058299184,0.091988765,0.06726511,0.033371296,0.041747622,0.006763084,0.059720818,-0.052388158,-0.033620182,0.0131356185,-0.1454946,0.0138888825,0.06671156,0.0469365,-0.023893772,-0.03968074,-0.040225323,0.12243979,-0.17704603,0.025969971,-0.0364985,0.043402907,0.07046201,-0.039554607,0.0135066,0.004496415,0.115555316,Comment,28
7,-0.12809058,-0.22812316,0.17987481,-0.109560765,-0.13348332,-0.251519,-0.13349518,-0.1503627,-0.48461416,-0.049156558,-0.4664619,-0.2307965,-0.40435323,-0.19622357,0.36515966,0.044021256,0.15548961,-0.06750524,-0.036894582,-0.2514272,-0.057575,0.474168,0.59141296,-0.39975715,0.4099052,0.08497343,-0.14268562,-0.50983906,0.047568902,0.055559527,-0.15711854,-0.028414434,-0.35205534,-0.35577756,-0.23155375,0.33865446,-0.18459259,-0.39436132,-0.055229858,-0.119141534,0.3659773,-0.3022979,-0.041444164,-0.25741765,0.46521235,-0.07793016,-0.42627323,-0.12166011,0.12141948,-0.08151477,Support,29
8,-0.1746476,0.36131,0.04887182,0.051754095,0.30798364,0.04711564,0.3690987,0.11894439,-0.08802956,0.034606542,0.043483928,-0.3475838,0.23883544,0.26062867,-0.069082156,-0.12182647,0.05669557,-0.047704447,-0.070932485,-0.2111804,-0.07997316,0.05020721,-0.07868762,0.040935777,0.5233321,0.025470609,-0.22580403,-0.40333697,-0.3461226,-0.0522245,-0.03838748,0.14014457,-0.020793477,0.2789677,-0.35527393,0.24319866,0.39756814,0.05518915,0.07429674,0.39447072,0.20076312,-0.2806121,0.10274478,0.1854282,0.41575676,-0.027548015,-0.355096,-0.18675387,-0.01941438,0.45245206,Comment,31
9,0.38017556,-0.35137597,-0.045421317,0.2610139,-0.26291505,-0.11630428,-0.12652963,0.059804067,-0.33268043,0.34038863,-0.34948707,-0.29470626,0.37087783,0.019679826,-0.1739947,-0.21793132,-0.064133,-0.016168568,-0.28474906,-0.71270716,0.073012374,0.44271493,0.4087786,-0.7882095,0.18945135,-0.18568933,-0.102386,-0.74103594,-0.40964356,-0.0048625106,-0.23968783,0.14544447,0.18798165,0.18712708,-0.055917412,0.13002369,-0.21192512,-0.36909437,-0.041584954,0.18453091,0.07544286,0.16959812,0.267196,0.32233074,0.40299872,-0.006398563,-0.15710545,-0.49978822,0.20378268,0.3196839,Support,32
10,0.12370224,-0.016206639,-0.10952679,-0.26086867,0.023060143,-0.31367344,-0.3888648,0.25840795,-0.6647939,-0.34016812,-0.17201918,-0.05529039,-0.08351457,0.18819377,0.18671004,0.27525556,0.09529304,0.09668458,-0.08113102,-0.42416033,0.3380742,0.5383661,0.4845616,-0.27277735,0.23375805,0.10810235,-0.3859786,-0.38702303,-0.14519122,-0.19682924,-0.2623207,-0.22996265,-0.2537206,-0.55867755,0.02329786,0.265139,-0.13987695,-0.26521876,0.22153111,-0.15923217,-0.05307091,-0.16787934,0.31504282,0.26827967,0.42940897,-0.16119336,-0.038753778,-0.30879393,-0.11711414,0.10462615,Unrelated,35
11,-0.40759626,-0.270649,-0.2148932,0.21809375,-0.2953758,0.07399038,0.28348935,0.45582274,-0.31289527,0.12742732,-0.2839876,-0.3317869,0.12264685,0.05629389,-0.043527648,-0.008769731,-0.17514926,0.1628532,-0.20960154,-0.3003469,-0.14930242,0.20484921,0.44692436,0.1820113,-0.039291274,-0.19593528,-0.25840026,-0.49668607,-0.09553389,0.040731814,0.15725076,-0.29967123,0.23245993,0.22028336,-0.33684918,-0.10554133,0.08531941,0.04482726,0.21030004,0.18704565,0.34117758,0.035164595,-0.16605271,0.07051204,0.35047212,-0.4075943,0.32938924,-0.22923301,0.04204803,-0.23130824,Unrelated,38
12,-0.36130604,0.2964734,0.014468101,0.1314975,0.29219738,-0.25112173,0.2751444,0.17569306,-0.17214802,-0.22255294,-0.32493797,-0.24224825,0.014206198,-0.008157135,0.011030263,0.2117388,0.17885156,0.10324224,-0.19076215,-0.06296197,-0.19806403,0.11389183,-0.031042008,0.18892208,0.17266476,0.22614105,-0.29710734,-0.07414273,0.010919769,0.20417081,0.18679436,0.026566325,-0.018703159,0.023027072,-0.20243524,0.10372621,0.12429734,0.4629357,0.25285673,0.38583016,0.3596635,-0.09834521,0.10105786,-0.08651126,0.18983537,-0.1375433,0.14208822,0.03598985,0.025822788,-0.013335364,Support,39
13,-0.32983896,-0.058007296,0.24241905,0.10276033,-0.12150166,-0.288317,0.31695288,-0.042476367,-0.33878443,0.21626785,-0.25109658,-0.2447109,-0.043872837,-0.07355861,-0.24905151,-0.029494906,-0.03594793,0.073130794,-0.32129717,-0.055966884,-0.17150487,0.35652876,0.20583443,-0.1094433,0.20378615,-0.06459187,-0.028431434,-0.1850876,-0.22125465,-0.17725013,0.041142736,-0.015369498,-0.054434795,0.20564963,-0.108929865,-0.010765092,0.034006,0.13694717,0.03650603,0.03372996,0.1528053,-0.054727565,-0.1313889,0.00909109,0.6551116,-0.06991164,0.010702391,-0.18746279,0.24716805,0.2531742,Unrelated,41
14,0.14131515,0.10054678,-0.1123433,0.2786678,0.3729001,-0.39374706,0.51148564,0.4729637,-0.075487986,-0.13602407,0.08738928,-0.3882581,0.3833839,0.30594662,0.10100152,0.04237706,0.21242289,0.16739829,-0.37420112,-0.37270096,0.032916863,0.13491897,0.0008091237,-0.045958396,0.8506295,0.1702942,-0.17186831,-0.04636926,-0.26458326,0.4620301,0.008021866,0.4122199,0.05740941,0.516912,-0.543873,0.60122764,0.41452712,-0.05688663,0.19311154,0.38999385,0.57602036,-0.43277392,0.108812794,-0.0077269925,0.36885595,0.34926507,-0.32330453,-0.3859005,-0.058694918,0.50100994,Unrelated,42
15,0.016986717,0.07095488,-0.038740613,-0.15249601,0.017624408,-0.1768118,0.062185083,0.18082121,-0.17193514,-0.25011235,-0.084495515,0.089242525,-0.25376555,-0.026141474,-0.104075305,0.010579403,0.3148927,0.1033868,-0.20985363,0.004720816,0.031610224,0.0870089,0.17488359,-0.037149172,0.06883135,0.11116979,0.06740898,0.16946423,0.031662785,0.14988573,0.07959961,0.016585553,-0.09417555,-0.25254345,0.10488306,0.11530519,0.07310966,0.12734877,0.044195857,-0.12676133,0.04547625,-0.20190994,0.015497693,-0.20622079,0.18743539,-0.07413375,0.11160686,0.11747929,0.08949656,0.25590587,Comment,44
16,0.33535886,-0.030381419,0.09220015,-0.05034478,-0.22691946,-0.40867358,0.020435499,0.24858564,-0.34676877,-0.1775075,-0.028891802,-0.057441406,-0.21466507,0.09747235,-0.1861217,-0.11808196,-0.11149216,0.05557401,-0.23094523,-0.16879019,0.057666406,0.31307667,0.44486654,-0.3343679,0.3930159,-0.089355454,0.06808715,-0.19542177,-0.5277104,-0.08011379,-0.01985023,-0.014148101,-0.059032887,-0.17140159,0.24561587,0.11831664,0.09392361,-0.23430051,-0.19221848,-0.061766274,0.019692436,-0.5203475,0.044816248,-0.09865143,0.63442594,-0.04440689,0.024353767,-0.108952016,0.4294083,0.3770291,Refute,49
17,0.6887811,0.55981857,0.30481067,0.14819396,0.5454963,0.43017402,0.57056165,0.5735099,0.74780285,0.28443637,0.17885847,-0.42360926,0.5511868,0.20827079,-0.648919,0.013893995,-0.04443141,-0.19735089,-0.34239125,-0.44507217,-0.38013792,-0.27040747,0.30246514,0.017382802,0.54167193,0.11771285,-0.39384222,0.15082355,-0.66703284,-0.37069032,-0.20428151,0.16850528,0.088581786,0.6030093,-0.09442212,0.6292685,0.42867875,0.33477354,-0.214396,-0.37354174,0.38199124,-0.6830882,0.38482687,0.24890593,-0.23034164,0.21741515,0.2925936,-0.10909019,0.5273567,-0.102119826,Unrelated,53
18,0.06679438,0.18503042,-0.0038973512,0.10109124,0.12615824,-0.05823654,0.32135385,0.37822878,-0.093523115,-0.10140517,-0.1044877,-0.18102092,0.0901877,0.038211815,-0.22180946,0.05653215,0.27014196,0.024974227,-0.38928565,-0.3350979,-0.07623041,0.16600244,0.31905353,-0.031463087,0.13797565,0.13392916,-0.20659758,0.015461958,-0.21508016,-0.04080603,0.027365765,-0.059174627,-0.002512102,-0.020151539,-0.09173449,0.20041236,0.16379775,0.13318843,-0.12759462,-0.25673115,0.31863502,-0.19232495,0.109496854,-0.007664984,0.27733427,-0.08862395,0.17737147,-0.11995306,0.24872236,0.119340084,Refute,54
19,-0.2241653,0.91415614,0.25886455,-0.21296956,0.44731522,-0.2755665,0.59942836,0.14113124,-0.27111924,-0.2810096,0.23740315,-0.72018915,0.19278216,-0.04255916,-0.098899744,0.022006575,0.06730009,0.030543618,-0.1967158,-0.35406777,-0.5277934,0.08268775,0.0727284,0.70126003,0.4493701,0.19109403,-0.20881441,-0.19962202,-0.22763942,-0.26202852,0.023626322,0.09233487,0.04607179,0.121598825,-0.26334268,0.22263907,0.5969253,0.45870206,0.017495492,0.12380396,0.49129134,-0.54237515,-0.084031604,0.08551511,0.5675189,-0.16928326,-0.37081793,0.16811171,0.00862139,0.44436637,Unrelated,57
